stud_no,firstname,lastname,gender,avg_grade,IQ,birthdate,hometown
3447,Sue,Burns,Female,2.427586,79,11/12/1984 0:00,"MANDAUE CITY,"
3448,Nina,Barton,Female,2.289655,90,8/4/1985 0:00,NAVAL
3449,Sallie,Clayton,Male,1.96923,88,8/1/1985 0:00,CEBU CITY
3450,Curtis,Schwartz,Female,2.010344,84,4/24/1985 0:00,MANDAUE CITY
3451,Katherine,Webster,Female,1.842307,76,3/21/1985 0:00,TALISAY
3452,Mary,Farmer,Male,1.941379,85,7/22/1985 0:00,MADRIDEJOS
3453,Harriet,Lane,Male,1.826923,83,9/11/1985 0:00,SOGOD
3454,Lucille,Frazier,Male,2.226923,81,4/29/1984 0:00,NAGA
3455,Jayden,Hernandez,Male,1.8,115,8/3/1985 0:00,MANDAUE CITY
3456,Rebecca,Murphy,Male,1.380769,97,9/23/1985 0:00,CORDOVA
3457,Trevor,Payne,Male,1.61923,111,8/1/1984 0:00,CEBU CITY
3458,Maude,Lloyd,Male,2.013793,89,4/22/1985 0:00,LILO-AN
3459,Calvin,Perkins,Female,1.76923,99,11/21/1985 0:00,CEBU CITY
3460,Catherine,Thomas,Female,1.523076,93,11/2/1985 0:00,NAGA
3461,Myrtle,Brewer,Male,2.393103,84,7/14/1985 0:00,CEBU CITY
3462,Lora,Adams,Male,1.984615,96,12/23/1985 0:00,MALITBOG
3463,Jerry,Grant,Male,1.529166,102,1/20/1983 0:00,CONSOLACION
3464,Frances,Freeman,Female,1.595652,111,9/25/1985 0:00,LILO-AN
3465,Eugenia,Perkins,Female,1.313043,117,1/18/1986 0:00,OZAMIZ CITY
3466,Lucy,Underwood,Female,1.76923,93,9/13/1985 0:00,SIATON
3467,Jose,Norris,Female,2.042307,95,12/1/1985 0:00,MANDAUE CITY
3468,Lucas,Barton,Male,2.013043,93,4/6/1985 0:00,BOGO
3469,Warren,Lamb,Female,2.21923,86,2/5/1986 0:00,TUBURAN
3470,Josie,Snyder,Male,2.296153,93,12/24/1984 0:00,CEBU CITY
3471,Mario,Banks,Male,1.837931,103,5/13/1985 0:00,"CEBU CITY,"
3472,Landon,Santiago,Female,1.811538,97,5/23/1985 0:00,MANDAUE CITY
3473,Jorge,Swanson,Female,2.221428,93,5/27/1985 0:00,TOLEDO CITY
3474,David,Weber,Male,1.980769,102,9/20/1985 0:00,LAPU-LAPU CITY
3475,Marian,Burton,Male,2.215384,79,4/27/1985 0:00,CEBU CITY
3476,Ellen,Reeves,Male,1.784,89,9/6/1985 0:00,CEBU CITY
3477,Kevin,Simon,Male,1.906896,84,8/24/1985 0:00,BANTAYAN
3478,Cole,Schwartz,Male,1.826086,108,6/14/1985 0:00,Cebu City
3479,Derek,Patterson,Male,1.765384,93,1/4/1986 0:00,"CARCAR,"
3480,Bessie,Horton,Female,1.596153,104,7/28/1985 0:00,MANDAUE CITY
3481,Willie,Obrien,Female,2.123076,90,12/8/1984 0:00,TOLEDO CITY
3482,Jeff,Bell,Female,1.511538,103,10/27/1985 0:00,CEBU CITY
3483,Susan,Robertson,Female,1.682608,103,1/16/1985 0:00,MANDAUE CITY
3484,Philip,Townsend,Female,2.007692,93,6/8/1981 0:00,OSLOB
3485,Hulda,Bush,Female,1.653846,100,2/3/1985 0:00,SAN REMIGIO
3486,Jay,Singleton,Female,1.689655,98,5/11/1985 0:00,CORDOVA
3487,Mattie,Jordan,Female,1.403846,104,4/10/1985 0:00,SIBONGA
3488,Sam,Zimmerman,Male,1.542307,100,8/21/1985 0:00,MANDAUE CITY
3489,Gene,Craig,Female,2.126923,95,4/27/1982 0:00,"BOLJOON,"
3490,Virgie,Roberson,Male,1.944827,89,9/26/1984 0:00,BOLJOON
3491,Chad,Bowers,Male,2.392307,101,1/26/1986 0:00,GUINDULMAN
3492,Stanley,Fields,Male,1.553846,91,4/1/1986 0:00,GUINDULMAN
3493,Bryan,Allen,Female,1.696153,89,9/25/1989 0:00,TALISAY CITY
3494,Lawrence,Gross,Female,1.876923,95,2/4/1985 0:00,LAPU-LAPU CITY
3495,Myrtie,Underwood,Female,1.538461,112,10/3/1985 0:00,TALISAY CITY
3496,Callie,Burns,Male,2.134615,96,4/23/1985 0:00,CEBU CITY
3497,Elva,Harper,Male,2.111538,96,10/3/1985 0:00,CEBU CITY
3498,Inez,Curtis,Male,1.846153,92,9/2/1985 0:00,CEBU CITY
3499,Frederick,James,Female,1.717391,119,11/3/1985 0:00,CEBU CITY
3500,Samuel,Anderson,Male,2.213793,103,10/21/1985 0:00,CONSOLACION
3501,Beatrice,Beck,Male,1.973076,87,5/21/1985 0:00,"COMPOSTELA,"
3502,Juan,Lee,Female,1.465384,101,5/26/1985 0:00,TALISAY CITY
3503,Cole,Andrews,Male,2.181481,125,2/22/1986 0:00,CALBAYOG CITY
3504,Helena,Cain,Male,1.615384,101,11/27/1985 0:00,PAGADIAN CITY
3505,Ronald,Hawkins,Male,1.734615,97,9/25/1985 0:00,MANDAUE CITY
3506,Ola,Stephens,Male,2.226923,95,12/13/1985 0:00,MINGLANILLA
3507,Betty,Lane,Male,1.716666,78,4/5/1985 0:00,LAPU-LAPU CITY
3508,Brandon,Holland,Male,1.8,74,1/3/1985 0:00,PORO
3509,Lilly,Taylor,Female,2.05,93,11/19/1985 0:00,CEBU CITY
3510,Amy,Perry,Female,2.151724,92,1/12/1986 0:00,CEBU CITY
3511,Lawrence,Gardner,Male,1.9,101,3/13/1985 0:00,OSLOB
3512,Willie,Mills,Male,2.153846,93,1/30/1985 0:00,LAPU-LAPU CITY
3513,Edwin,Pearson,Female,2.47826,89,2/22/1985 0:00,"MOALBOAL,"
3514,Noah,Norris,Female,1.773076,101,11/28/1984 0:00,TALISAY
3515,Janie,Houston,Male,1.841379,96,6/28/1985 0:00,"MANDAUE CITY,"
3516,Jesus,Howard,Female,1.711538,84,8/21/1985 0:00,MANDAUE CITY
3517,Eliza,Lindsey,Male,2.015384,85,4/13/1986 0:00,ARGAO
3518,Daniel,Clark,Female,1.9,93,3/10/1984 0:00,CEBU CITY
3519,Hattie,Erickson,Female,2.184615,89,11/5/1985 0:00,BALAMBAN
3520,Peter,Brooks,Male,2.126923,93,7/16/1986 0:00,NAVAL
3521,Jose,Marsh,Female,2.165217,101,9/25/1985 0:00,SIBONGA
3522,Ronald,Terry,Female,1.730769,83,6/5/1985 0:00,CEBU CITY
3523,Cora,Thompson,Female,1.711538,97,6/24/1985 0:00,CEBU CITY
3524,William,Owen,Female,1.723076,100,4/14/1985 0:00,NAGA
3525,Frank,Richardson,Male,1.815384,101,8/3/1985 0:00,MINGLANILLA
3526,Jane,Schmidt,Male,2.415384,89,12/22/1983 0:00,NAGA
3527,Eddie,Webb,Male,1.976923,98,7/24/1985 0:00,TALISAY CITY
3528,Nathan,Erickson,Female,2.282608,86,9/11/1984 0:00,BALAMBAN
3529,Brandon,Banks,Female,1.35862,108,9/24/1985 0:00,SOGOD
3530,Jordan,Davis,Female,2.334615,96,3/1/1985 0:00,CATBALOGAN CITY
3531,Milton,Owens,Female,1.815384,82,10/8/1984 0:00,MANDAUE CITY
3532,Cornelia,Park,Female,1.66923,102,10/3/1984 0:00,TALISAY CITY
3533,Angel,Chavez,Female,1.97826,100,3/26/1985 0:00,LAPU-LAPU CITY
3534,Craig,Sullivan,Male,2.257692,101,6/14/1985 0:00,"TIERRA GRANDE, LAWAAN I I I"
3535,Brent,Mills,Female,2.430769,90,1/9/1985 0:00,CEBU CITY
3536,Landon,Cummings,Female,1.384615,105,1/20/1986 0:00,ISABEL
3537,Jim,Chapman,Male,1.692307,102,7/11/1984 0:00,CEBU CITY
3538,Ralph,Evans,Female,1.734482,83,2/28/1985 0:00,CEBU CITY
3539,Jackson,Gray,Male,1.444827,95,3/21/1985 0:00,MINGLANILLA
3540,Eunice,Todd,Female,1.730769,90,5/5/1985 0:00,CEBU CITY
3541,Celia,Webb,Male,1.895652,93,5/2/1985 0:00,CEBU CITY
3542,Emily,Long,Female,1.851724,93,6/10/1985 0:00, TALISAY CITY
3543,Ronnie,Craig,Female,1.872413,101,8/17/1984 0:00,MANDAUE CITY
3544,William,Frank,Male,1.680769,120,6/28/1985 0:00,UBAY
3545,Emily,McKinney,Female,2.112,81,11/2/1985 0:00,TALISAY CITY
3546,Bettie,Lopez,Female,1.584615,105,6/7/1985 0:00,CEBU CITY
3547,Micheal,Montgomery,Female,2.388,76,7/25/1985 0:00,TALISAY CITY
3548,Lester,Dunn,Female,2.280769,101,11/13/1985 0:00,CEBU CITY
3549,Della,May,Female,2.342307,96,8/22/1989 0:00,CEBU CITY
3550,Kevin,McKenzie,Male,2.065384,90,11/10/1985 0:00,MONDRAGON
3551,Hilda,Jennings,Female,1.853846,91,1/31/1985 0:00,MANDAUE CITY
3552,Sarah,Hicks,Male,2.46923,107,5/7/1985 0:00,CEBU CITY
3553,Stella,Carpenter,Male,2.082608,91,9/17/1985 0:00,MADRIDEJOS
3554,Barry,Lane,Male,2.208695,84,7/14/1985 0:00,LAPU-LAPU CITY
3555,Viola,Martinez,Female,1.530769,111,2/9/1985 0:00,ISABEL
3556,Aaron,Pope,Male,1.713793,106,1/17/1985 0:00,TALISAY CITY
3557,Landon,Griffin,Male,2.013793,104,7/23/1985 0:00,TALISAY CITY
3558,Tom,Cox,Female,2.065217,92,7/27/1985 0:00,ORMOC CITY
3559,Edwin,Saunders,Male,1.338461,97,4/24/1985 0:00,MADRID
3560,Shawn,Lynch,Male,1.823076,101,4/17/1984 0:00,LAPU-LAPU CITY
3561,Charles,Hicks,Male,2.386206,87,1/9/1984 0:00,ISABEL
3562,Ellen,James,Female,2.096153,81,7/30/1985 0:00,"TUBURAN,"
3563,Nannie,Joseph,Female,1.792307,97,10/31/1984 0:00,ISABEL
3564,Katie,Reeves,Female,2.373076,73,7/24/1985 0:00,NAGA
3565,Eliza,Klein,Male,2.312,85,6/6/1985 0:00,MANDAUE CITY
3566,Nora,Daniel,Male,1.889655,79,8/9/1986 0:00,SIAY
3567,Nettie,Harrington,Male,2.268965,73,4/24/1985 0:00,LAPU-LAPU CITY
3568,Cornelia,Mullins,Female,2.417391,87,7/10/1985 0:00,CEBU CITY
3569,Julia,Massey,Male,2.037931,98,12/4/1985 0:00,LAPU-LAPU CITY
3570,Rosie,Wright,Female,1.938461,93,6/11/1984 0:00,GENERAL SANTOS CITY
3571,Cory,Goodman,Female,1.296153,110,3/21/1986 0:00,TABANGO
3572,Gordon,Sharp,Male,1.611538,91,4/9/1985 0:00,TALISAY CITY
3573,Keith,Meyer,Male,2.05,85,8/26/1984 0:00,MOLAVE
3574,Manuel,Russell,Male,1.889655,74,8/21/1984 0:00,TALISAY CITY
3575,Oscar,Lambert,Female,1.576923,91,6/10/1986 0:00,CEBU CITY
3576,Ollie,Evans,Female,1.842307,92,4/9/1986 0:00,MALABUYOC
3577,Lois,Fleming,Male,2.046153,91,2/25/1985 0:00,CEBU CITY
3578,Della,Murray,Female,2.362068,89,12/5/1985 0:00,COMPOSTELA
3579,Pauline,Garrett,Female,2.588461,98,3/23/1985 0:00,CEBU CITY
3580,Bettie,Ball,Female,1.896153,84,9/24/1985 0:00,CEBU CITY
3581,Gregory,Ward,Male,2.148275,87,11/15/1985 0:00,PAGADIAN CITY
3582,Bernard,Shelton,Female,2.17931,110,1/25/1985 0:00,CORDOVA
3583,Joseph,Nelson,Male,2.35,101,12/14/1984 0:00,TALISAY CITY
3584,Amanda,Webb,Male,1.834615,92,8/17/1985 0:00,TALISAY CITY
3585,Madge,Reynolds,Female,1.16923,100,1/30/1985 0:00,CEBU CITY
3586,Leonard,Bell,Female,2.134782,93,10/2/1984 0:00,"LAPU-LAPU CITY,"
3587,Cory,Beck,Female,1.496153,107,2/17/1985 0:00,"LAPU-LAPU CITY,"
3588,Tillie,Tate,Female,1.515384,95,10/16/1982 0:00,LAPU-LAPU CITY
3589,Stephen,Phelps,Male,2.256521,100,8/28/1985 0:00,CORDOVA
3590,Ola,Sutton,Female,2.053846,109,8/5/1985 0:00,MATALOM
3591,Cole,Tran,Male,1.415384,107,10/30/1985 0:00,NAGA
3592,Jerome,Tyler,Male,2.02,109,8/5/1986 0:00,"NAGA,"
3593,Millie,McDonald,Female,1.496153,95,3/8/1985 0:00,"DANAO CITY,"
3594,Abbie,Gregory,Female,2.323076,85,1/21/1986 0:00,BATO
3595,Eula,Vaughn,Female,2.080769,88,1/18/1985 0:00,CEBU CITY
3596,Ina,Mendoza,Male,1.942307,82,10/10/1985 0:00,CEBU CITY
3597,Derek,Jacobs,Female,1.634615,92,12/7/1984 0:00,TUBIGON
3598,Augusta,Davis,Male,1.676923,93,7/4/1985 0:00,CONSOLACION
3599,Bertha,Reed,Male,2.392592,104,7/25/1985 0:00,MANDAUE CITY
3600,Jimmy,Massey,Female,1.896551,100,10/12/1985 0:00,"CEBU CITY, CEBU 6000"
3601,Logan,Peters,Female,1.153846,119,5/23/1985 0:00,CEBU CITY
3602,Amanda,Bowen,Male,2.043478,107,3/10/1985 0:00,BOLJOON
3603,Samuel,George,Female,2.017391,95,9/28/1985 0:00,"COMPOSTELA,"
3604,Glenn,Campbell,Male,2.511111,114,10/29/1984 0:00,LAPU-LAPU CITY
3605,Lula,Roberts,Male,2.212,92,3/17/1986 0:00,DANAO CITY
3606,Oscar,Harmon,Female,1.857692,78,10/12/1985 0:00,DAANBANTAYAN
3607,Chad,Patrick,Male,1.942307,95,3/25/1985 0:00,KANANGA
3608,Effie,Tyler,Male,2.395652,94,2/22/1985 0:00,CEBU CITY
3609,Evan,McDonald,Male,2.1,100,2/14/1986 0:00,LAPU-LAPU CITY
3610,Pauline,Pena,Female,2.165384,75,10/24/1985 0:00,TALISAY
3611,Arthur,George,Male,1.644827,111,6/2/1985 0:00,BANTAYAN
3612,Ollie,Rhodes,Male,2.003448,85,9/16/1983 0:00,MANDAUE CITY
3613,Bill,Lloyd,Female,2.275862,103,9/12/1985 0:00,Isabel
3614,Jeff,Ingram,Male,1.982608,100,8/25/1985 0:00,BANTAYAN
3615,Teresa,Aguilar,Male,1.430769,97,8/27/1985 0:00,CEBU CITY
3616,Maud,Pratt,Male,2.007692,105,12/4/1984 0:00,"CEBU CITY,"
3617,Luis,Turner,Female,1.891304,95,12/1/1985 0:00,CEBU CITY
3618,Irene,Baldwin,Female,1.661538,91,9/21/1985 0:00,"LAPU-LAPU CITY,"
3619,Tillie,Day,Female,2.211538,87,1/9/1985 0:00,CEBU CITY
3620,Terry,West,Male,2.391666,96,1/2/1986 0:00,BUENAVISTA
3621,Iva,Fletcher,Male,2.153846,87,10/14/1985 0:00,TUBURAN
3622,Tony,Powell,Female,1.676923,103,6/21/1985 0:00,MANDAUE CITY
3623,Paul,Morris,Male,1.861538,100,1/17/1985 0:00,LAPU-LAPU CITY
3624,Seth,Palmer,Male,1.792307,114,7/17/1985 0:00,"CEBU CITY,"
3625,Carl,Moss,Male,2.124137,87,4/18/1985 0:00,CALBAYOG CITY
3626,Marvin,Wilkerson,Female,2.173076,81,8/26/1985 0:00,LAPU-LAPU CITY
3627,Claudia,Pratt,Male,1.373913,97,3/3/1986 0:00,INABANGA
3628,Lida,Parsons,Male,2.452173,75,1/5/1986 0:00,MAYDOLONG
3629,Luke,Simmons,Female,2.038461,83,1/18/1985 0:00,DALAGUETE
3630,Matilda,Allen,Male,2.125,95,9/11/1985 0:00,MINGLANILLA
3631,Lela,Nelson,Male,2.317857,83,6/9/1985 0:00,CEBU CITY
3632,Kenneth,Summers,Female,1.746153,107,11/4/1985 0:00,CEBU CITY
3633,Lura,Schultz,Male,1.95,92,7/23/1985 0:00,CONSOLACION
3634,Ida,Wright,Male,2.16923,97,10/8/1984 0:00,CONSOLACION
3635,Viola,Sanchez,Female,2.15,97,2/4/1985 0:00,CARIGARA
3636,Margaret,Swanson,Female,2.4,98,11/21/1984 0:00,TUNGA
3637,Hallie,Greer,Female,1.447826,106,6/22/1985 0:00,"CEBU CITY,"
3638,Douglas,Jimenez,Female,2.073076,104,8/6/1985 0:00,MANDAUE CITY
3639,Rosetta,Singleton,Female,1.911538,90,6/28/1986 0:00,ARGAO
3640,Emma,Carter,Male,1.315384,108,9/14/1985 0:00,MANDAUE CITY
3641,Sophie,Curry,Female,1.753846,87,6/3/1985 0:00,BISLIG CITY
3642,Dylan,Webb,Female,2.236,91,7/29/1985 0:00,CEBU CITY
3643,Harold,Williams,Male,1.373076,99,4/24/1986 0:00,ARGAO
3644,Sean,Fox,Female,1.884615,90,5/23/1985 0:00,MANDAUE CITY
3645,Esther,Pratt,Female,1.753846,100,9/28/1985 0:00,MINGLANILLA
3646,Sophia,Kelley,Male,2.213043,90,10/20/1986 0:00,CEBU CITY
3647,Sadie,Thornton,Female,2.234615,95,9/13/1985 0:00,CEBU CITY
3648,Nelle,Allison,Female,1.6,119,12/17/1985 0:00,SIBONGA
3649,Harry,Marshall,Male,1.71923,89,6/13/1985 0:00,DAANBANTAYAN
3650,Carlos,Singleton,Male,2.080769,83,3/6/1986 0:00,NAVAL
3651,Adrian,Gardner,Male,1.584615,93,12/17/1985 0:00,BORBON
3652,Edgar,Ballard,Female,2.514814,100,2/4/1985 0:00,LAPU-LAPU CITY
3653,Sally,Brewer,Male,1.792307,99,10/10/1985 0:00,CEBU CITY
3654,Samuel,Lawrence,Male,2.143478,101,2/16/1985 0:00,DANAO CITY
3655,Brett,Garcia,Male,1.911111,101,3/1/1983 0:00,CEBU CITY
3656,Josephine,Sutton,Male,2.007692,112,8/23/1985 0:00,TALISAY CITY
3657,Harry,Williamson,Female,2.093103,98,7/27/1984 0:00,CEBU CITY
3658,Terry,Garcia,Female,1.75,98,10/12/1985 0:00,CEBU CITY
3659,Ida,Ramirez,Male,1.966666,79,2/18/1985 0:00,POLOMOLOK
3660,Leroy,Brewer,Male,1.873076,66,4/6/1985 0:00,SAN FRANCISCO
3661,Hattie,Cruz,Male,1.815384,106,1/28/1988 0:00,TALISAY CITY
3662,Eva,Fox,Male,1.660869,109,3/27/1984 0:00,SAN REMIGIO
3663,Emilie,Sherman,Male,2.491304,97,3/26/1985 0:00,CEBU CITY
3664,Bernard,Caldwell,Female,1.65,95,12/22/1985 0:00,TALISAY CITY
3665,Vernon,Foster,Male,1.992307,85,9/8/1983 0:00,CEBU CITY
3666,Harvey,Hoffman,Female,1.604,98,11/2/1985 0:00,CEBU CITY
3667,Melvin,Erickson,Male,1.657692,93,9/17/1985 0:00,DAANBANTAYAN
3668,Eleanor,Mathis,Male,2.341379,88,3/17/1985 0:00,CEBU CITY
3669,Julian,Frank,Female,2.253846,97,11/12/1984 0:00,TALISAY CITY
3670,Maggie,Frazier,Female,2.110344,95,1/23/1986 0:00,CORDOVA
3671,Jesus,Nash,Female,1.607692,96,9/18/1985 0:00,CEBU CITY
3672,Ethel,Caldwell,Female,1.525925,116,8/28/1983 0:00,DANAO CITY
3673,Luke,Wright,Male,1.817241,86,9/24/1985 0:00,"PAKNA-AN, MANDAUE CITY"
3674,Ray,Washington,Female,1.692307,104,10/13/1985 0:00,LAPU-LAPU CITY
3675,Lola,Nguyen,Female,2.015384,78,9/7/1985 0:00,CEBU CITY
3676,Sarah,Wise,Female,1.911538,89,12/24/1984 0:00,SAN FERNANDO
3677,Allen,Becker,Male,1.8875,92,6/11/1983 0:00,SAN FERNANDO
3678,Rena,Francis,Female,1.365384,111,1/13/1984 0:00,DINAGAT
3679,Leroy,Sanchez,Male,1.817391,99,11/14/1985 0:00,BADIAN
3680,Jose,Cooper,Male,1.45,102,10/8/1985 0:00,CARCAR
3681,Mabel,Santiago,Male,1.823076,95,5/1/1985 0:00,PINAMUNGAJAN
3682,Scott,Austin,Female,2.113043,102,6/6/1985 0:00,SANTA FE
3683,Lettie,Clarke,Male,1.696153,97,1/20/1985 0:00,MINGLANILLA
3684,Brandon,Cunningham,Female,1.993103,85,4/16/1986 0:00,CEBU CITY
3685,Mayme,Barnett,Male,2.031034,92,1/2/1985 0:00,SAN MIGUEL
3686,Garrett,Cox,Male,1.738461,90,11/30/1985 0:00,NEGROS ORIENTAL
3687,Lester,Davis,Male,1.761538,109,5/9/1985 0:00,CEBU CITY
3688,Jean,Phelps,Male,1.536,106,10/3/1985 0:00,NAGA
3689,Susie,Wilkerson,Male,1.583333,95,1/30/1986 0:00,"DALAGUETE,"
3690,Jimmy,Allison,Female,1.416666,120,8/24/1985 0:00,HINIGARAN
3691,Nathan,Rodriguez,Female,1.273076,112,4/16/1985 0:00,MINGLANILLA
3692,Minnie,McCoy,Female,2.813636,84,6/11/1985 0:00,BARILI
3693,Ann,Carr,Female,1.585714,92,10/20/1985 0:00,"MANDAUE CITY,"
3694,Edna,Jenkins,Male,2.293103,92,1/18/1985 0:00,CEBU CITY
3695,Stella,Shelton,Female,1.692307,97,7/9/1985 0:00,CADIZ CITY
3696,Alfred,Lambert,Female,2.391666,94,6/7/1985 0:00,"CEBU CITY,"
3697,Elnora,Holmes,Female,1.558823,119,3/22/1986 0:00,CEBU CITY
3698,Aiden,Beck,Male,2.6125,82,8/18/1984 0:00,LILO-AN
3699,Cynthia,Mack,Female,2.421739,86,4/30/1985 0:00,BAROY
3700,Della,Rogers,Female,2.080769,107,8/29/1985 0:00,"CEBU CITY,"
3701,Lucy,Rowe,Male,1.669565,107,11/7/1985 0:00,"CEBU CITY,"
3702,Jeremiah,Becker,Female,1.826923,97,5/7/1985 0:00,ISABEL
3703,Edward,Romero,Male,1.9,89,3/12/1985 0:00,PLARIDEL
3704,Benjamin,Hernandez,Female,2.1375,76,10/13/1985 0:00,CEBU CITY
3705,Mina,Holland,Female,1.834482,90,11/25/1985 0:00,CEBU CITY 6000 cebu
3706,Myrtie,Price,Female,1.846153,83,10/15/1984 0:00,CEBU CITY
3707,Marvin,Sharp,Female,1.873076,106,7/27/1985 0:00,Daan-bantayan
3708,Patrick,Butler,Female,2.273076,103,8/16/1985 0:00,TOLEDO CITY
3709,Rosie,Bowman,Female,1.814285,93,4/3/1985 0:00,LAPU-LAPU CITY
3710,Alice,Sharp,Male,2.065384,108,7/4/1985 0:00,MANDAUE CITY
3711,Lydia,Watson,Male,2.107692,96,3/1/1986 0:00,MANDAUE CITY
3712,Lola,Hernandez,Male,1.921739,101,8/22/1985 0:00,CEBU CITY
3713,Patrick,Hoffman,Female,1.74,103,5/6/1984 0:00,MANDAUE CITY
3714,Allie,Reese,Male,1.886956,94,6/9/1985 0:00,CEBU CITY
3715,Nettie,Pearson,Male,1.66923,106,1/26/1985 0:00,BORBON
3716,Eunice,Coleman,Female,1.792307,85,6/5/1985 0:00,GUIHULNGAN
3717,Vincent,Woods,Female,2.103846,95,6/21/1984 0:00,TOLEDO CITY
3718,Eva,Dawson,Female,2.117241,91,3/25/1985 0:00,MANDAUE CITY
3719,Maude,Zimmerman,Female,2.403846,86,3/24/1988 0:00,CEBU CITY
3720,Barry,McGee,Male,1.872413,100,6/20/1985 0:00,DANAO CITY
3721,Milton,Diaz,Male,2.26923,88,10/23/1989 0:00,TALISAY CITY
3722,Caleb,Freeman,Male,1.903846,93,2/7/1985 0:00,BAYBAY
3723,Jack,Moore,Male,1.492307,117,7/9/1983 0:00,CEBU CITY
3724,Lola,Joseph,Female,1.480769,95,8/25/1985 0:00,MANDAUE CITY
3725,Bernard,McKinney,Male,1.589655,101,10/12/1984 0:00,TOLEDO CITY
3726,Leo,Hale,Male,2.45,85,10/12/1985 0:00,"CONSOLACION,"
3727,Georgie,Sherman,Female,1.8,90,11/9/1987 0:00,CEBU CITY
3728,Shawn,Griffin,Female,1.766666,85,2/13/1986 0:00,BOGO
3729,Franklin,Willis,Female,1.457692,93,11/18/1985 0:00,CEBU CITY
3730,Edward,Moreno,Female,1.923076,92,5/10/1985 0:00,ARGAO
3731,Jessie,Henderson,Female,2.203846,96,8/17/1985 0:00,MINGLANILLA
3732,Beulah,Ferguson,Female,1.76923,97,6/29/1985 0:00,GINATILAN
3733,Lora,Fowler,Female,1.965517,83,11/20/1984 0:00,SALUG
3734,Oscar,Hunter,Female,2.006896,88,7/16/1985 0:00,MANDAUE CITY
3735,Lena,Fowler,Male,1.938461,96,5/24/1985 0:00,CEBU CITY
3736,Lulu,Harris,Female,2.504545,98,3/21/1985 0:00,CONSOLACION
3737,Willie,Hogan,Female,2,88,4/8/1985 0:00,PINAMUNGAHAN
3738,Ethan,Wise,Male,1.3625,113,10/11/1985 0:00,CEBU CITY
3739,Bess,Reeves,Male,1.646153,104,1/31/1985 0:00,CEBU CITY
3740,Lucas,Brooks,Male,2.134615,90,12/16/1986 0:00,TALISAY CITY
3741,Eric,Glover,Female,2.115,73,2/21/1985 0:00,DANAO CITY
3742,Phoebe,Adams,Female,1.988461,86,1/20/1985 0:00,CEBU CITY
3743,Mamie,Paul,Male,1.846153,91,4/16/1984 0:00,CONSOLACION
3744,Violet,Parks,Male,1.461538,116,2/2/1985 0:00,LAPU-LAPU CITY
3745,Adele,Padilla,Male,1.857894,98,8/5/1985 0:00,MANDAUE CITY
3746,Eula,Ross,Male,2.11923,91,3/25/1985 0:00,CEBU CITY
3747,Donald,Hernandez,Male,2.396153,70,7/11/1985 0:00,TALISAY CITY
3748,Brandon,Chapman,Male,1.638461,104,5/9/1985 0:00,CEBU CITY
3749,Helena,Howell,Female,1.357692,98,7/1/1985 0:00,SAN CARLOS CITY
3750,Don,Meyer,Male,1.880769,95,9/9/1985 0:00,PALOMPON
3751,Elmer,Peters,Male,1.704347,109,7/8/1985 0:00,LAPU-LAPU CITY
3752,Connor,Aguilar,Male,1.837931,95,7/8/1985 0:00,BAYBAY
3753,Gregory,Campbell,Male,2.196551,77,7/19/1985 0:00,LAPU-LAPU CITY
3754,Charles,Beck,Female,2.007692,96,8/30/1985 0:00,CEBU CITY
3755,Bobby,Sullivan,Male,2.217241,87,2/4/1985 0:00,BALAMBAN
3756,Henrietta,Park,Male,2.203571,81,12/20/1984 0:00,LILOAN
3757,Dylan,Bass,Female,2.126086,98,1/28/1985 0:00,BARILI
3758,Maud,Duncan,Male,2.153846,93,5/13/1985 0:00,DANAO CITY
3759,Jane,Ramirez,Male,1.482352,104,2/25/1986 0:00,CALBAYOG CITY
3760,Luella,Johnston,Female,2.048275,101,7/10/1984 0:00,CORTES
3761,Sean,Foster,Female,1.473076,123,11/14/1985 0:00,CONSOLACION
3762,Carrie,Hardy,Male,1.591304,101,3/13/1985 0:00,DAPITAN CITY
3763,Jason,McKenzie,Male,2.225,85,9/2/1985 0:00,MANDAUE CITY
3764,Lou,Holloway,Male,1.765384,82,5/15/1986 0:00,PALOMPON
3765,Evelyn,Logan,Female,2.25,98,8/3/1985 0:00,BARANGAY APAS
3766,Herbert,Briggs,Female,1.7,111,8/4/1985 0:00,CEBU CITY
3767,Lura,Thompson,Male,2.230434,89,2/26/1985 0:00,MACROHON
3768,Esther,King,Male,2.147826,104,5/6/1985 0:00,LAPU-LAPU CITY
3769,Warren,Luna,Male,2.213043,107,6/14/1982 0:00,"CEBU CITY, cebu 6000"
3770,Eliza,McCormick,Male,1.641379,96,8/24/1985 0:00,ARGAO
3771,Dollie,Chavez,Female,1.653846,105,9/19/1985 0:00,HILONGOS
3772,Rebecca,Cain,Female,1.576923,92,4/15/1985 0:00,CEBU
3773,Sophia,Walsh,Female,1.337037,119,12/27/1985 0:00,LAPULAPU CITY
3774,Bryan,Haynes,Male,1.591304,96,12/4/1985 0:00,TUBIGON
3775,Gene,Lamb,Male,2.065217,76,2/17/1986 0:00,CEBU CITY
3776,Maria,Wilkerson,Female,2.252173,100,8/15/1988 0:00,CEBU CITY
3777,Jeremiah,Tyler,Female,1.642307,68,10/5/1984 0:00,TOLEDO CITY
3778,Eula,Mathis,Male,2.605,72,5/7/1985 0:00,CEBU CITY
